,ID_SALES,text,text_clean,Sentiment
7467,HD3922A," sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight.", sitting for 30 minutes on the runway at dca because your gates are full early landing late flight flight ,neutral
7468,CD4200A, the folks at the Executive Platinum desk are great pros.  They understand my displeasure with change fees and switch to SW., the folks at the executive platinum desk are great pros they understand my displeasure with change fees and switch to sw ,positive
7469,HD3664A," @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got", why don t you tweet canned impersonal responses as though this is the only impatient customer you ve got,negative
7470,HD1971A, we on on the flight from phf to clt. At the terminal but can't get off plane yet. Need to get on iah flight., we on on the flight from phf to clt at the terminal but can t get off plane yet need to get on iah flight ,neutral
7471,HF3486T, #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf, sfo clearvision tv4u united terminal sfo airport ,neutral
7472,HD3741A, we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool, we did it added about seven hours to our day so far want to take odds on our bags being on the carousel in kc notcool,neutral
7473,HD2486T, I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh, i did and it s been a disaster you had me sitting on the runway only to bring the plane back to the gate smh,negative
7474,HD3806A," though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.", though i work for another major airline i love your black history month commercial i thank you ,positive
7475,HD223A, Trying to make the change in advance (not just 24 hours prior)ÄĀĀ¦tried it online earlier and it wanted $300 in change fees., trying to make the change in advance not just 24 hours prior tried it online earlier and it wanted 300 in change fees ,negative
7476,HD3113A, we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?, we have 8 ppl so we need 2 know how many seats are on the next flight plz put us on standby for 4 people on the next flight ,neutral
7477,HD4333A," what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA", what is wrong in boston why are only your plains not leaving tonight son needs to get back to state college pa,negative
7478,HD1787A, I sent an email describing my experience. Looking forward to a follow up to hopefully make it right., i sent an email describing my experience looking forward to a follow up to hopefully make it right ,positive
7479,HF3491A, Thank you for the prompt response. I will email Late Flightr today., thank you for the prompt response i will email late flightr today ,positive
7480,HD4258A, US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice, us airways website so you double charge people when they book flights now apparently you have but i ve never been booked twice,neutral
7481,HD776A, San Diego to Chicago. Leaving at 6:15 am tomorrow, san diego to chicago leaving at 6 15 am tomorrow,neutral
7482,HD959A, @franchise02 my friend has been on hold for 1.5 hours and still counting!, 2 my friend has been on hold for 1 5 hours and still counting ,neutral
7483,HD1625A, -- I've been on hold 40 mins to Cancelled Flight my reservation for this afternoon. Is there another way? Web tells me to call., i ve been on hold 40 mins to cancelled flight my reservation for this afternoon is there another way web tells me to call ,negative
7484,HD4827T," and of course that was supposed to say Logan, not login", and of course that was supposed to say logan not login,negative
7485,HD882A, Tired of sitting on a delayed #1702 again and again computer down, tired of sitting on a delayed 1702 again and again computer down,negative
7486,HD4761A, now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse..., now finally in memphis landed 30 minutes ago still no bags paying for a service that just gets worse ,negative
7487,HD156A, thank you for help and quick response, thank you for help and quick response,positive
7488,HD1633T, no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information, no i just expect a higher level of customer service for the flight crews to give us accurate information,neutral
7489,HC1039A," is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience", is the best airline i have flown on easy to change your reservation helpful representatives a comfortable flying experience,positive
7490,HD2342A, thanks for the follow up. So glad to get my bag back., thanks for the follow up so glad to get my bag back ,positive
7491,SC4407A, ...Please come to Minneapolis St. Paul!, please come to minneapolis st paul ,neutral
7492,HD4520A, so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers, so basically i am stuck paying for hidden fees and being bumped to an inferior flight jetblue here i come usairways mergers,negative
7493,HD4589A,", answered right away for a new res, but can't rebook the people that were supposed to leave today? Worst customer service.", answered right away for a new res but can t rebook the people that were supposed to leave today worst customer service ,negative
7494,HD4052A, why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!, why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk ,negative
7495,HD1259A," I understand delays.  We are all looking at a tv monitor at ur gate and it says current conditions are snow, hence delay.", i understand delays we are all looking at a tv monitor at ur gate and it says current conditions are snow hence delay ,negative
7496,HD1215T," what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!", what a great experience on flight from sfo to jfk seats service food everything is top quality i will be back very soon ,positive
7497,HD1838A, I filled out the form but I havenÄĀĀt received any sort of email confirmation that itÄĀĀs been received. Is that normal?, i filled out the form but i haven t received any sort of email confirmation that it s been received is that normal ,negative
7498,HD4440A, be worse?oh you can't! delayed with no reason on the way to Lon;flight Cancelled Flighted with NO REASON less than 2 days before returning., be worse oh you can t delayed with no reason on the way to lon flight cancelled flighted with no reason less than 2 days before returning ,negative
